Stream,Station,Reach,Datum,UTM Band,Lower UTM E,Lower UTM N,Focal Species 1,Focal Species 2,Focal Species 3,Survey Interval,name
Middle Blue River,MBR160,3,NAD83,12S,668020,3697438,TICO,MEFU,,3,MBR160
Middle Blue River,MBR161,3,NAD83,12S,668033,3697340,TICO,MEFU,,3,MBR161
Middle Blue River,MBR162,3,NAD83,12S,668077,3697258,TICO,MEFU,,3,MBR162
Middle Blue River,MBR163,3,NAD83,12S,668131,3697176,TICO,MEFU,,3,MBR163
Middle Blue River,MBR164,3,NAD83,12S,668163,3697084,TICO,MEFU,,3,MBR164
Middle Blue River,MBR165,3,NAD83,12S,668227,3697007,TICO,MEFU,,3,MBR165
Middle Blue River,MBR166,3,NAD83,12S,668287,3696928,TICO,MEFU,,3,MBR166
Middle Blue River,MBR167,3,NAD83,12S,668320,3696835,TICO,MEFU,,3,MBR167
Middle Blue River,MBR168,3,NAD83,12S,668370,3696757,TICO,MEFU,,3,MBR168
Middle Blue River,MBR169,3,NAD83,12S,668394,3696663,TICO,MEFU,,3,MBR169
Middle Blue River,MBR170,3,NAD83,12S,668475,3696606,TICO,MEFU,,3,MBR170
Middle Blue River,MBR171,3,NAD83,12S,668537,3696534,TICO,MEFU,,3,MBR171
Middle Blue River,MBR172,3,NAD83,12S,668526,3696436,TICO,MEFU,,3,MBR172
Middle Blue River,MBR173,3,NAD83,12S,668538,3696338,TICO,MEFU,,3,MBR173
Middle Blue River,MBR174,3,NAD83,12S,668516,3696241,TICO,MEFU,,3,MBR174
Middle Blue River,MBR175,3,NAD83,12S,668459,3696160,TICO,MEFU,,3,MBR175
Middle Blue River,MBR176,3,NAD83,12S,668390,3696088,TICO,MEFU,,3,MBR176
Middle Blue River,MBR177,3,NAD83,12S,668352,3695997,TICO,MEFU,,3,MBR177
Middle Blue River,MBR178,3,NAD83,12S,668357,3695898,TICO,MEFU,,3,MBR178
Middle Blue River,MBR179,3,NAD83,12S,668413,3695817,TICO,MEFU,,3,MBR179
Middle Blue River,MBR180,3,NAD83,12S,668486,3695749,TICO,MEFU,,3,MBR180
Middle Blue River,MBR181,3,NAD83,12S,668583,3695747,TICO,MEFU,,3,MBR181
Middle Blue River,MBR182,3,NAD83,12S,668679,3695728,TICO,MEFU,,3,MBR182
Middle Blue River,MBR183,3,NAD83,12S,668735,3695648,TICO,MEFU,,3,MBR183
Middle Blue River,MBR184,3,NAD83,12S,668812,3695585,TICO,MEFU,,3,MBR184
Middle Blue River,MBR185,3,NAD83,12S,668889,3695524,TICO,MEFU,,3,MBR185
Middle Blue River,MBR186,3,NAD83,12S,668911,3695428,TICO,MEFU,,3,MBR186
Middle Blue River,MBR187,3,NAD83,12S,668892,3695331,TICO,MEFU,,3,MBR187
Middle Blue River,MBR188,3,NAD83,12S,668901,3695232,TICO,MEFU,,3,MBR188
Middle Blue River,MBR189,3,NAD83,12S,668876,3695137,TICO,MEFU,,3,MBR189
Middle Blue River,MBR190,3,NAD83,12S,668913,3695046,TICO,MEFU,,3,MBR190
Middle Blue River,MBR191,3,NAD83,12S,668983,3694977,TICO,MEFU,,3,MBR191
Middle Blue River,MBR192,3,NAD83,12S,669064,3694929,TICO,MEFU,,3,MBR192
Middle Blue River,MBR193,3,NAD83,12S,669123,3694870,TICO,MEFU,,3,MBR193
Middle Blue River,MBR194,3,NAD83,12S,669151,3694774,TICO,MEFU,,3,MBR194
Middle Blue River,MBR195,3,NAD83,12S,669160,3694675,TICO,MEFU,,3,MBR195
Middle Blue River,MBR196,3,NAD83,12S,669198,3694583,TICO,MEFU,,3,MBR196
Middle Blue River,MBR197,3,NAD83,12S,669218,3694486,TICO,MEFU,,3,MBR197
Middle Blue River,MBR198,3,NAD83,12S,669311,3694457,TICO,MEFU,,3,MBR198
Middle Blue River,MBR199,3,NAD83,12S,669406,3694475,TICO,MEFU,,3,MBR199
Middle Blue River,MBR200,3,NAD83,12S,669498,3694507,TICO,MEFU,,3,MBR200
Middle Blue River,MBR201,3,NAD83,12S,669596,3694484,TICO,MEFU,,3,MBR201
Middle Blue River,MBR202,3,NAD83,12S,669578,3694402,TICO,MEFU,,3,MBR202
Middle Blue River,MBR203,3,NAD83,12S,669561,3694308,TICO,MEFU,,3,MBR203
Middle Blue River,MBR204,4,NAD83,12S,669568,3694214,TICO,MEFU,,3,MBR204
Middle Blue River,MBR205,4,NAD83,12S,669533,3694124,TICO,MEFU,,3,MBR205
Middle Blue River,MBR206,4,NAD83,12S,669551,3694026,TICO,MEFU,,3,MBR206
Middle Blue River,MBR207-F,4,NAD83,12S,669559,3693928,TICO,MEFU,,3,MBR207-F
Middle Blue River,MBR208,4,NAD83,12S,669552,3693828,TICO,MEFU,,3,MBR208
Middle Blue River,MBR209,4,NAD83,12S,669555,3693729,TICO,MEFU,,3,MBR209
Middle Blue River,MBR210,4,NAD83,12S,669489,3693657,TICO,MEFU,,3,MBR210
Middle Blue River,MBR211,4,NAD83,12S,669422,3693585,TICO,MEFU,,3,MBR211
Middle Blue River,MBR212,4,NAD83,12S,669332,3693570,TICO,MEFU,,3,MBR212
Middle Blue River,MBR213,4,NAD83,12S,669244,3693523,TICO,MEFU,,3,MBR213
Middle Blue River,MBR214,4,NAD83,12S,669189,3693441,TICO,MEFU,,3,MBR214
Middle Blue River,MBR215,4,NAD83,12S,669255,3693377,TICO,MEFU,,3,MBR215
Middle Blue River,MBR216,4,NAD83,12S,669327,3693322,TICO,MEFU,,3,MBR216
Middle Blue River,MBR217,4,NAD83,12S,669382,3693240,TICO,MEFU,,3,MBR217
Middle Blue River,MBR218,4,NAD83,12S,669416,3693146,TICO,MEFU,,3,MBR218
Middle Blue River,MBR219,4,NAD83,12S,669434,3693048,TICO,MEFU,,3,MBR219
Middle Blue River,MBR220,4,NAD83,12S,669432,3692949,TICO,MEFU,,3,MBR220
Middle Blue River,MBR221,4,NAD83,12S,669413,3692851,TICO,MEFU,,3,MBR221
Middle Blue River,MBR222,4,NAD83,12S,669412,3692752,TICO,MEFU,,3,MBR222
Middle Blue River,MBR223,4,NAD83,12S,669404,3692661,TICO,MEFU,,3,MBR223
Middle Blue River,MBR224,4,NAD83,12S,669413,3692572,TICO,MEFU,,3,MBR224
Middle Blue River,MBR225,4,NAD83,12S,669390,3692478,TICO,MEFU,,3,MBR225
Middle Blue River,MBR226,4,NAD83,12S,669356,3692386,TICO,MEFU,,3,MBR226
Middle Blue River,MBR227,4,NAD83,12S,669337,3692295,TICO,MEFU,,3,MBR227
Middle Blue River,MBR228,4,NAD83,12S,669338,3692201,TICO,MEFU,,3,MBR228
Middle Blue River,MBR229,4,NAD83,12S,669340,3692104,TICO,MEFU,,3,MBR229
Middle Blue River,MBR230,4,NAD83,12S,669358,3692006,TICO,MEFU,,3,MBR230
Middle Blue River,MBR231,4,NAD83,12S,669279,3691953,TICO,MEFU,,3,MBR231
Middle Blue River,MBR232,4,NAD83,12S,669270,3691863,TICO,MEFU,,3,MBR232
Middle Blue River,MBR233,4,NAD83,12S,669211,3691784,TICO,MEFU,,3,MBR233
Middle Blue River,MBR234,4,NAD83,12S,669148,3691707,TICO,MEFU,,3,MBR234
Middle Blue River,MBR235,4,NAD83,12S,669116,3691614,TICO,MEFU,,3,MBR235
Middle Blue River,MBR236,4,NAD83,12S,669091,3691519,TICO,MEFU,,3,MBR236
Middle Blue River,MBR237,4,NAD83,12S,669121,3691425,TICO,MEFU,,3,MBR237
Middle Blue River,MBR238,4,NAD83,12S,669080,3691338,TICO,MEFU,,3,MBR238
Middle Blue River,MBR239,4,NAD83,12S,668989,3691295,TICO,MEFU,,3,MBR239
Middle Blue River,MBR240,4,NAD83,12S,668898,3691256,TICO,MEFU,,3,MBR240
Middle Blue River,MBR241,4,NAD83,12S,668833,3691182,TICO,MEFU,,3,MBR241
Middle Blue River,MBR242,4,NAD83,12S,668767,3691111,TICO,MEFU,,3,MBR242
Middle Blue River,MBR243,4,NAD83,12S,668672,3691084,TICO,MEFU,,3,MBR243
Middle Blue River,MBR244,4,NAD83,12S,668671,3691000,TICO,MEFU,,3,MBR244
Middle Blue River,MBR245,4,NAD83,12S,668740,3690928,TICO,MEFU,,3,MBR245
Middle Blue River,MBR246,4,NAD83,12S,668795,3690846,TICO,MEFU,,3,MBR246
Middle Blue River,MBR247,4,NAD83,12S,668832,3690754,TICO,MEFU,,3,MBR247
Middle Blue River,MBR248,4,NAD83,12S,668918,3690705,TICO,MEFU,,3,MBR248
Middle Blue River,MBR249,4,NAD83,12S,669004,3690656,TICO,MEFU,,3,MBR249
Middle Blue River,MBR250,4,NAD83,12S,669020,3690563,TICO,MEFU,,3,MBR250
Middle Blue River,MBR251,4,NAD83,12S,669027,3690465,TICO,MEFU,,3,MBR251
Middle Blue River,MBR252,4,NAD83,12S,668963,3690397,TICO,MEFU,,3,MBR252
Middle Blue River,MBR253,4,NAD83,12S,668964,3690333,TICO,MEFU,,3,MBR253
Middle Blue River,MBR254,4,NAD83,12S,668994,3690246,TICO,MEFU,,3,MBR254
Middle Blue River,MBR255,4,NAD83,12S,668920,3690187,TICO,MEFU,,3,MBR255
Middle Blue River,MBR256,4,NAD83,12S,668837,3690136,TICO,MEFU,,3,MBR256
Middle Blue River,MBR257,4,NAD83,12S,668799,3690049,TICO,MEFU,,3,MBR257
Middle Blue River,MBR258,4,NAD83,12S,668838,3689961,TICO,MEFU,,3,MBR258
Middle Blue River,MBR259,4,NAD83,12S,668884,3689872,TICO,MEFU,,3,MBR259
Middle Blue River,MBR260,4,NAD83,12S,668889,3689778,TICO,MEFU,,3,MBR260
Middle Blue River,MBR261,4,NAD83,12S,668807,3689723,TICO,MEFU,,3,MBR261
Middle Blue River,MBR262,4,NAD83,12S,668732,3689657,TICO,MEFU,,3,MBR262
Middle Blue River,MBR263,4,NAD83,12S,668692,3689568,TICO,MEFU,,3,MBR263
Middle Blue River,MBR264,4,NAD83,12S,668663,3689472,TICO,MEFU,,3,MBR264
Middle Blue River,MBR265,4,NAD83,12S,668642,3689374,TICO,MEFU,,3,MBR265
Middle Blue River,MBR266,4,NAD83,12S,668630,3689275,TICO,MEFU,,3,MBR266
Middle Blue River,MBR267,4,NAD83,12S,668598,3689182,TICO,MEFU,,3,MBR267
Middle Blue River,MBR268,4,NAD83,12S,668531,3689109,TICO,MEFU,,3,MBR268
Middle Blue River,MBR269,4,NAD83,12S,668460,3689039,TICO,MEFU,,3,MBR269
Middle Blue River,MBR270,4,NAD83,12S,668449,3688948,TICO,MEFU,,3,MBR270
Middle Blue River,MBR271,4,NAD83,12S,668482,3688854,TICO,MEFU,,3,MBR271
Middle Blue River,MBR272,4,NAD83,12S,668554,3688809,TICO,MEFU,,3,MBR272
Middle Blue River,MBR273,4,NAD83,12S,668621,3688736,TICO,MEFU,,3,MBR273
Bear Creek,BCK01,,NAD83,12S,736845,3650250,TICO,,,3,BCK01
Bear Creek,BCK02,,NAD83,12S,736657,3650190,TICO,,,3,BCK02
Bear Creek,BCK03,,NAD83,12S,736462,3650210,TICO,,,3,BCK03
Bear Creek,BCK04,,NAD83,12S,736272,3650245,TICO,,,3,BCK04
Bear Creek,BCK05,,NAD83,12S,736089,3650169,TICO,,,3,BCK05
Bear Creek,BCK06,,NAD83,12S,735910,3650093,TICO,,,3,BCK06
Bear Creek,BCK07,,NAD83,12S,735764,3650106,TICO,,,3,BCK07
Bear Creek,BCK08,,NAD83,12S,735716,3650290,TICO,,,3,BCK08
Bear Creek,BCK09,,NAD83,12S,735567,3650405,TICO,,,3,BCK09
Bear Creek,BCK10,,NAD83,12S,735395,3650355,TICO,,,3,BCK10
Bear Creek,BCK11,,NAD83,12S,735221,3650293,TICO,,,3,BCK11
Bear Creek,BCK12,,NAD83,12S,735070,3650377,TICO,,,3,BCK12
Bear Creek,BCK13,,NAD83,12S,734956,3650466,TICO,,,3,BCK13
Bear Creek,BCK14,,NAD83,12S,734853,3650565,TICO,,,3,BCK14
Bear Creek,BCK15,,NAD83,12S,734745,3650624,TICO,,,3,BCK15
Bear Creek,BCK16,,NAD83,12S,734554,3650571,TICO,,,3,BCK16
Bear Creek,BCK17,,NAD83,12S,734354,3650570,TICO,,,3,BCK17
Bear Creek,BCK18,,NAD83,12S,734262,3650728,TICO,,,3,BCK18
Bear Creek,BCK19,,NAD83,12S,734071,3650763,TICO,,,3,BCK19
Bear Creek,BCK20,,NAD83,12S,733903,3650793,TICO,,,3,BCK20
Bear Creek,BCK21,,NAD83,12S,733773,3650891,TICO,,,3,BCK21
Bear Creek,BCK22,,NAD83,12S,733653,3651002,TICO,,,3,BCK22
Bear Creek,BCK23,,NAD83,12S,733473,3650951,TICO,,,3,BCK23
Bear Creek,BCK24,,NAD83,12S,733300,3650883,TICO,,,3,BCK24
Bear Creek,BCK25,,NAD83,12S,733220,3651042,TICO,,,3,BCK25
Bear Creek,BCK26,,NAD83,12S,733046,3651099,TICO,,,3,BCK26
Bear Creek,BCK27,,NAD83,12S,732850,3651122,TICO,,,3,BCK27
Bear Creek,BCK28,,NAD83,12S,732651,3651125,TICO,,,3,BCK28
Bear Creek,BCK29-F,,NAD83,12S,732517,3651244,TICO,,,3,BCK29-F
