Stream,Station,Reach,Datum,UTM Band,Lower UTM E,Lower UTM N,Focal Species 1,Focal Species 2,Focal Species 3,Survey Interval,name
La Barge Creek,LBC01-F,,NAD83,12S,463589,3706044,POOC,,,2,LBC01-F
La Barge Creek,LBC02-F,,NAD83,12S,463680,3706071,POOC,,,2,LBC02-F
La Barge Creek,LBC03-F,,NAD83,12S,463712,3706000,POOC,,,2,LBC03-F
Charlebois Spring,CHB01-F,,NAD83,12S,468081,3702276,POOC,,,2,CHB01-F
Charlebois Spring,CHB02-F,,NAD83,12S,467984,3702203,POOC,,,2,CHB02-F
Cottonwood Spring,CWS01-F,,NAD83,12R,527489,3502126,POOC,,,4,CWS01-F
Monkey Spring,MKS01-F,,NAD83,12R,528082,3499698,POOC,,,4,MKS01-F
Fresno Canyon,FRC01-F,,NAD83,12R,507759,3485955,POOC,,,4,FRC01-F
Fresno Canyon,FRC02-F,,NAD83,12R,507744,3485874,POOC,,,4,FRC02-F
Fresno Canyon,FRC03-F,,NAD83,12R,507754,3485720,POOC,,,4,FRC03-F
Coal Mine Canyon,CMC01-F,,NAD83,12R,510445,3487949,POOC,,,4,CMC01-F
Coal Mine Canyon,CMC02-F,,NAD83,12R,510048,3487033,POOC,,,4,CMC02-F
Hot Springs Canyon,HSC01,1,NAD83,12S,569700,3579823,TICO,MEFU,GIIN,4,HSC01
Hot Springs Canyon,HSC02,1,NAD83,12S,569604,3579847,TICO,MEFU,GIIN,4,HSC02
Hot Springs Canyon,HSC03,1,NAD83,12S,569572,3579933,TICO,MEFU,GIIN,4,HSC03
Hot Springs Canyon,HSC04,1,NAD83,12S,569501,3579985,TICO,MEFU,GIIN,4,HSC04
Hot Springs Canyon,HSC05,1,NAD83,12S,569425,3579930,TICO,MEFU,GIIN,4,HSC05
Hot Springs Canyon,HSC06-F,1,NAD83,12S,569342,3579976,TICO,MEFU,GIIN,4,HSC06-F
Hot Springs Canyon,HSC07,1,NAD83,12S,569268,3580041,TICO,MEFU,GIIN,4,HSC07
Hot Springs Canyon,HSC08,1,NAD83,12S,569184,3580093,TICO,MEFU,GIIN,4,HSC08
Hot Springs Canyon,HSC09,2,NAD83,12S,569122,3580059,TICO,MEFU,GIIN,4,HSC09
Hot Springs Canyon,HSC10,2,NAD83,12S,569070,3579979,TICO,MEFU,GIIN,4,HSC10
Hot Springs Canyon,HSC11,2,NAD83,12S,569014,3579899,TICO,MEFU,GIIN,4,HSC11
Hot Springs Canyon,HSC12,2,NAD83,12S,568923,3579867,TICO,MEFU,GIIN,4,HSC12
Hot Springs Canyon,HSC13,2,NAD83,12S,568870,3579947,TICO,MEFU,GIIN,4,HSC13
Hot Springs Canyon,HSC14,2,NAD83,12S,568774,3579966,TICO,MEFU,GIIN,4,HSC14
Hot Springs Canyon,HSC15,2,NAD83,12S,568674,3579960,TICO,MEFU,GIIN,4,HSC15
Hot Springs Canyon,HSC16,2,NAD83,12S,568576,3579972,TICO,MEFU,GIIN,4,HSC16
Hot Springs Canyon,HSC17,2,NAD83,12S,568511,3580040,TICO,MEFU,GIIN,4,HSC17
Hot Springs Canyon,HSC18,2,NAD83,12S,568491,3580135,TICO,MEFU,GIIN,4,HSC18
Hot Springs Canyon,HSC19,2,NAD83,12S,568408,3580161,TICO,MEFU,GIIN,4,HSC19
Hot Springs Canyon,HSC20,2,NAD83,12S,568342,3580094,TICO,MEFU,GIIN,4,HSC20
Hot Springs Canyon,HSC21,2,NAD83,12S,568267,3580061,TICO,MEFU,GIIN,4,HSC21
Hot Springs Canyon,HSC22,2,NAD83,12S,568172,3580087,TICO,MEFU,GIIN,4,HSC22
Hot Springs Canyon,HSC23-F,2,NAD83,12S,568080,3580052,TICO,MEFU,GIIN,4,HSC23-F
Hot Springs Canyon,HSC24,2,NAD83,12S,568060,3579960,TICO,MEFU,GIIN,4,HSC24
Hot Springs Canyon,HSC25,2,NAD83,12S,568042,3579874,TICO,MEFU,GIIN,4,HSC25
Hot Springs Canyon,HSC26,3,NAD83,12S,567973,3579929,TICO,MEFU,GIIN,4,HSC26
Hot Springs Canyon,HSC27,3,NAD83,12S,567956,3580024,TICO,MEFU,GIIN,4,HSC27
Hot Springs Canyon,HSC28,3,NAD83,12S,567912,3580108,TICO,MEFU,GIIN,4,HSC28
Hot Springs Canyon,HSC29,3,NAD83,12S,567823,3580141,TICO,MEFU,GIIN,4,HSC29
Hot Springs Canyon,HSC30,3,NAD83,12S,567729,3580130,TICO,MEFU,GIIN,4,HSC30
Hot Springs Canyon,HSC31,3,NAD83,12S,567729,3580048,TICO,MEFU,GIIN,4,HSC31
Hot Springs Canyon,HSC32-F,3,NAD83,12S,567639,3580046,TICO,MEFU,GIIN,4,HSC32-F
Hot Springs Canyon,HSC33,3,NAD83,12S,567565,3580105,TICO,MEFU,GIIN,4,HSC33
Hot Springs Canyon,HSC34,3,NAD83,12S,567486,3580150,TICO,MEFU,GIIN,4,HSC34
Hot Springs Canyon,HSC35,3,NAD83,12S,567388,3580145,TICO,MEFU,GIIN,4,HSC35
Campbell Blue Creek,CBC01,,NAD83,12S,675051,3734530,TICO,,,2,CBC01
Campbell Blue Creek,CBC02,,NAD83,12S,675122,3734595,TICO,,,2,CBC02
Campbell Blue Creek,CBC03,,NAD83,12S,675217,3734605,TICO,,,2,CBC03
Campbell Blue Creek,CBC04,,NAD83,12S,675281,3734661,TICO,,,2,CBC04
Campbell Blue Creek,CBC05,,NAD83,12S,675363,3734691,TICO,,,2,CBC05
Campbell Blue Creek,CBC06,,NAD83,12S,675456,3734707,TICO,,,2,CBC06
Campbell Blue Creek,CBC07,,NAD83,12S,675533,3734764,TICO,,,2,CBC07
Campbell Blue Creek,CBC08,,NAD83,12S,675608,3734816,TICO,,,2,CBC08
Campbell Blue Creek,CBC09,,NAD83,12S,675691,3734765,TICO,,,2,CBC09
Campbell Blue Creek,CBC10,,NAD83,12S,675772,3734807,TICO,,,2,CBC10
Campbell Blue Creek,CBC11,,NAD83,12S,675845,3734792,TICO,,,2,CBC11
Campbell Blue Creek,CBC12,,NAD83,12S,675934,3734818,TICO,,,2,CBC12
Campbell Blue Creek,CBC13,,NAD83,12S,675999,3734752,TICO,,,2,CBC13
Campbell Blue Creek,CBC14,,NAD83,12S,676076,3734798,TICO,,,2,CBC14
Campbell Blue Creek,CBC15,,NAD83,12S,676159,3734828,TICO,,,2,CBC15
Campbell Blue Creek,CBC16,,NAD83,12S,676245,3734784,TICO,,,2,CBC16
Campbell Blue Creek,CBC17,,NAD83,12S,676304,3734862,TICO,,,2,CBC17
Campbell Blue Creek,CBC18,,NAD83,12S,676374,3734926,TICO,,,2,CBC18
Campbell Blue Creek,CBC19,,NAD83,12S,676471,3734945,TICO,,,2,CBC19
Campbell Blue Creek,CBC20,,NAD83,12S,676571,3734953,TICO,,,2,CBC20
Campbell Blue Creek,CBC21,,NAD83,12S,676658,3734918,TICO,,,2,CBC21
Campbell Blue Creek,CBC22,,NAD83,12S,676720,3734840,TICO,,,2,CBC22
Campbell Blue Creek,CBC23,,NAD83,12S,676794,3734773,TICO,,,2,CBC23
Campbell Blue Creek,CBC24,,NAD83,12S,676883,3734811,TICO,,,2,CBC24
Campbell Blue Creek,CBC25,,NAD83,12S,676960,3734827,TICO,,,2,CBC25
Campbell Blue Creek,CBC26,,NAD83,12S,677048,3734825,TICO,,,2,CBC26
Campbell Blue Creek,CBC27,,NAD83,12S,677140,3734860,TICO,,,2,CBC27
Campbell Blue Creek,CBC28,,NAD83,12S,677233,3734843,TICO,,,2,CBC28
Campbell Blue Creek,CBC29,,NAD83,12S,677325,3734834,TICO,,,2,CBC29
Campbell Blue Creek,CBC30,,NAD83,12S,677404,3734866,TICO,,,2,CBC30
Campbell Blue Creek,CBC31,,NAD83,12S,677503,3734863,TICO,,,2,CBC31
Campbell Blue Creek,CBC32,,NAD83,12S,677598,3734833,TICO,,,2,CBC32
Campbell Blue Creek,CBC33,,NAD83,12S,677693,3734808,TICO,,,2,CBC33
Campbell Blue Creek,CBC34,,NAD83,12S,677784,3734781,TICO,,,2,CBC34
Campbell Blue Creek,CBC35,,NAD83,12S,677862,3734719,TICO,,,2,CBC35
Campbell Blue Creek,CBC36,,NAD83,12S,677960,3734736,TICO,,,2,CBC36
Campbell Blue Creek,CBC37,,NAD83,12S,678053,3734765,TICO,,,2,CBC37
Campbell Blue Creek,CBC38,,NAD83,12S,678143,3734757,TICO,,,2,CBC38
Campbell Blue Creek,CBC39,,NAD83,12S,678232,3734714,TICO,,,2,CBC39
Campbell Blue Creek,CBC40,,NAD83,12S,678325,3734694,TICO,,,2,CBC40
Campbell Blue Creek,CBC41,,NAD83,12S,678421,3734697,TICO,,,2,CBC41
Campbell Blue Creek,CBC42,,NAD83,12S,678507,3734658,TICO,,,2,CBC42
Campbell Blue Creek,CBC43,,NAD83,12S,678512,3734562,TICO,,,2,CBC43
Campbell Blue Creek,CBC44,,NAD83,12S,678558,3734477,TICO,,,2,CBC44
Campbell Blue Creek,CBC45,,NAD83,12S,678654,3734459,TICO,,,2,CBC45
Campbell Blue Creek,CBC46,,NAD83,12S,678753,3734468,TICO,,,2,CBC46
Campbell Blue Creek,CBC47,,NAD83,12S,678816,3734530,TICO,,,2,CBC47
Campbell Blue Creek,CBC48,,NAD83,12S,678897,3734580,TICO,,,2,CBC48
Campbell Blue Creek,CBC49,,NAD83,12S,678966,3734649,TICO,,,2,CBC49
Campbell Blue Creek,CBC50,,NAD83,12S,679052,3734666,TICO,,,2,CBC50
Campbell Blue Creek,CBC51-F,,NAD83,12S,679063,3734567,TICO,,,2,CBC51-F
Campbell Blue Creek,CBC52,,NAD83,12S,679023,3734478,TICO,,,2,CBC52
Campbell Blue Creek,CBC53,,NAD83,12S,678972,3734394,TICO,,,2,CBC53
Campbell Blue Creek,CBC54,,NAD83,12S,678974,3734297,TICO,,,2,CBC54
Campbell Blue Creek,CBC55,,NAD83,12S,679057,3734310,TICO,,,2,CBC55
Campbell Blue Creek,CBC56,,NAD83,12S,679154,3734320,TICO,,,2,CBC56
Campbell Blue Creek,CBC57,,NAD83,12S,679193,3734409,TICO,,,2,CBC57
Campbell Blue Creek,CBC58,,NAD83,12S,679290,3734427,TICO,,,2,CBC58
Campbell Blue Creek,CBC59,,NAD83,12S,679374,3734482,TICO,,,2,CBC59
Campbell Blue Creek,CBC60,,NAD83,12S,679467,3734510,TICO,,,2,CBC60
Campbell Blue Creek,CBC61,,NAD83,12S,679557,3734474,TICO,,,2,CBC61
Campbell Blue Creek,CBC62,,NAD83,12S,679633,3734409,TICO,,,2,CBC62
Campbell Blue Creek,CBC63,,NAD83,12S,679723,3734373,TICO,,,2,CBC63
Campbell Blue Creek,CBC64,,NAD83,12S,679818,3734346,TICO,,,2,CBC64
Campbell Blue Creek,CBC65,,NAD83,12S,679910,3734314,TICO,,,2,CBC65
Campbell Blue Creek,CBC66,,NAD83,12S,679981,3734244,TICO,,,2,CBC66
Campbell Blue Creek,CBC67,,NAD83,12S,680070,3734202,TICO,,,2,CBC67
Fossil Creek,FSC001,,NAD83,12S,447272,3809209,POOC,MEFU,,2,FSC001
Fossil Creek,FSC002,,NAD83,12S,447173,3809216,POOC,MEFU,,2,FSC002
Fossil Creek,FSC003,,NAD83,12S,447080,3809186,POOC,MEFU,,2,FSC003
Fossil Creek,FSC004,,NAD83,12S,447075,3809095,POOC,MEFU,,2,FSC004
Fossil Creek,FSC005,,NAD83,12S,447061,3808999,POOC,MEFU,,2,FSC005
Fossil Creek,FSC006,,NAD83,12S,446987,3808935,POOC,MEFU,,2,FSC006
Fossil Creek,FSC007,,NAD83,12S,446888,3808919,POOC,MEFU,,2,FSC007
Fossil Creek,FSC008,,NAD83,12S,446792,3808892,POOC,MEFU,,2,FSC008
Fossil Creek,FSC009,,NAD83,12S,446698,3808859,POOC,MEFU,,2,FSC009
Fossil Creek,FSC010,,NAD83,12S,446601,3808846,POOC,MEFU,,2,FSC010
Fossil Creek,FSC011,,NAD83,12S,446557,3808927,POOC,MEFU,,2,FSC011
Fossil Creek,FSC012,,NAD83,12S,446514,3809015,POOC,MEFU,,2,FSC012
Fossil Creek,FSC013,,NAD83,12S,446424,3809050,POOC,MEFU,,2,FSC013
Fossil Creek,FSC014,,NAD83,12S,446332,3809018,POOC,MEFU,,2,FSC014
Fossil Creek,FSC015,,NAD83,12S,446247,3808966,POOC,MEFU,,2,FSC015
Fossil Creek,FSC016,,NAD83,12S,446154,3808930,POOC,MEFU,,2,FSC016
Fossil Creek,FSC017-F,,NAD83,12S,446060,3808913,POOC,MEFU,,2,FSC017-F
Fossil Creek,FSC018,,NAD83,12S,445964,3808938,POOC,MEFU,,2,FSC018
Fossil Creek,FSC019,,NAD83,12S,445886,3809001,POOC,MEFU,,2,FSC019
Fossil Creek,FSC020,,NAD83,12S,445812,3809068,POOC,MEFU,,2,FSC020
Fossil Creek,FSC021,,NAD83,12S,445725,3809116,POOC,MEFU,,2,FSC021
Fossil Creek,FSC022,,NAD83,12S,445628,3809114,POOC,MEFU,,2,FSC022
Fossil Creek,FSC023,,NAD83,12S,445558,3809048,POOC,MEFU,,2,FSC023
Fossil Creek,FSC024,,NAD83,12S,445559,3808951,POOC,MEFU,,2,FSC024
Fossil Creek,FSC025,,NAD83,12S,445551,3808852,POOC,MEFU,,2,FSC025
Fossil Creek,FSC026,,NAD83,12S,445482,3808789,POOC,MEFU,,2,FSC026
Fossil Creek,FSC027,,NAD83,12S,445404,3808846,POOC,MEFU,,2,FSC027
Fossil Creek,FSC028,,NAD83,12S,445336,3808919,POOC,MEFU,,2,FSC028
Fossil Creek,FSC029,,NAD83,12S,445258,3808980,POOC,MEFU,,2,FSC029
Fossil Creek,FSC030,,NAD83,12S,445166,3808959,POOC,MEFU,,2,FSC030
Fossil Creek,FSC031,,NAD83,12S,445106,3808880,POOC,MEFU,,2,FSC031
Fossil Creek,FSC032,,NAD83,12S,445062,3808792,POOC,MEFU,,2,FSC032
Fossil Creek,FSC033,,NAD83,12S,444971,3808785,POOC,MEFU,,2,FSC033
Fossil Creek,FSC034,,NAD83,12S,444880,3808827,POOC,MEFU,,2,FSC034
Fossil Creek,FSC035,,NAD83,12S,444781,3808819,POOC,MEFU,,2,FSC035
Fossil Creek,FSC036,,NAD83,12S,444712,3808751,POOC,MEFU,,2,FSC036
Fossil Creek,FSC037,,NAD83,12S,444663,3808664,POOC,MEFU,,2,FSC037
Fossil Creek,FSC038,,NAD83,12S,444577,3808615,POOC,MEFU,,2,FSC038
Fossil Creek,FSC039,,NAD83,12S,444500,3808552,POOC,MEFU,,2,FSC039
Fossil Creek,FSC040,,NAD83,12S,444429,3808481,POOC,MEFU,,2,FSC040
Fossil Creek,FSC041,,NAD83,12S,444385,3808392,POOC,MEFU,,2,FSC041
Fossil Creek,FSC042,,NAD83,12S,444380,3808293,POOC,MEFU,,2,FSC042
Fossil Creek,FSC043,,NAD83,12S,444404,3808196,POOC,MEFU,,2,FSC043
Fossil Creek,FSC044,,NAD83,12S,444426,3808098,POOC,MEFU,,2,FSC044
Fossil Creek,FSC045,,NAD83,12S,444431,3807999,POOC,MEFU,,2,FSC045
Fossil Creek,FSC046,,NAD83,12S,444360,3807941,POOC,MEFU,,2,FSC046
Fossil Creek,FSC047,,NAD83,12S,444267,3807906,POOC,MEFU,,2,FSC047
Fossil Creek,FSC048,,NAD83,12S,444175,3807868,POOC,MEFU,,2,FSC048
Fossil Creek,FSC049,,NAD83,12S,444086,3807821,POOC,MEFU,,2,FSC049
Fossil Creek,FSC050,,NAD83,12S,444018,3807753,POOC,MEFU,,2,FSC050
Fossil Creek,FSC051,,NAD83,12S,443998,3807657,POOC,MEFU,,2,FSC051
Fossil Creek,FSC052,,NAD83,12S,443975,3807561,POOC,MEFU,,2,FSC052
Fossil Creek,FSC053,,NAD83,12S,443933,3807471,POOC,MEFU,,2,FSC053
Fossil Creek,FSC054,,NAD83,12S,443884,3807385,POOC,MEFU,,2,FSC054
Fossil Creek,FSC055,,NAD83,12S,443823,3807305,POOC,MEFU,,2,FSC055
Fossil Creek,FSC056,,NAD83,12S,443739,3807257,POOC,MEFU,,2,FSC056
Fossil Creek,FSC057,,NAD83,12S,443640,3807260,POOC,MEFU,,2,FSC057
Fossil Creek,FSC058,,NAD83,12S,443543,3807283,POOC,MEFU,,2,FSC058
Fossil Creek,FSC059,,NAD83,12S,443446,3807261,POOC,MEFU,,2,FSC059
Fossil Creek,FSC060,,NAD83,12S,443368,3807199,POOC,MEFU,,2,FSC060
Fossil Creek,FSC061,,NAD83,12S,443302,3807124,POOC,MEFU,,2,FSC061
Fossil Creek,FSC062,,NAD83,12S,443243,3807044,POOC,MEFU,,2,FSC062
Fossil Creek,FSC063,,NAD83,12S,443224,3806947,POOC,MEFU,,2,FSC063
Fossil Creek,FSC064,,NAD83,12S,443200,3806850,POOC,MEFU,,2,FSC064
Fossil Creek,FSC065-F,,NAD83,12S,443130,3806784,POOC,MEFU,,2,FSC065-F
Fossil Creek,FSC066,,NAD83,12S,443035,3806758,POOC,MEFU,,2,FSC066
Fossil Creek,FSC067,,NAD83,12S,442936,3806743,POOC,MEFU,,2,FSC067
Fossil Creek,FSC068,,NAD83,12S,442837,3806733,POOC,MEFU,,2,FSC068
Fossil Creek,FSC069,,NAD83,12S,442737,3806742,POOC,MEFU,,2,FSC069
Fossil Creek,FSC070,,NAD83,12S,442640,3806724,POOC,MEFU,,2,FSC070
Fossil Creek,FSC071,,NAD83,12S,442554,3806674,POOC,MEFU,,2,FSC071
Fossil Creek,FSC072,,NAD83,12S,442488,3806601,POOC,MEFU,,2,FSC072
Fossil Creek,FSC073,,NAD83,12S,442444,3806514,POOC,MEFU,,2,FSC073
Fossil Creek,FSC074,,NAD83,12S,442399,3806427,POOC,MEFU,,2,FSC074
Fossil Creek,FSC075,,NAD83,12S,442320,3806368,POOC,MEFU,,2,FSC075
Fossil Creek,FSC076,,NAD83,12S,442223,3806383,POOC,MEFU,,2,FSC076
Fossil Creek,FSC077,,NAD83,12S,442129,3806413,POOC,MEFU,,2,FSC077
Fossil Creek,FSC078,,NAD83,12S,442035,3806391,POOC,MEFU,,2,FSC078
Fossil Creek,FSC079,,NAD83,12S,441996,3806303,POOC,MEFU,,2,FSC079
Fossil Creek,FSC080,,NAD83,12S,442016,3806207,POOC,MEFU,,2,FSC080
Fossil Creek,FSC081,,NAD83,12S,442064,3806119,POOC,MEFU,,2,FSC081
Fossil Creek,FSC082,,NAD83,12S,442096,3806026,POOC,MEFU,,2,FSC082
Fossil Creek,FSC083-F,,NAD83,12S,442038,3805950,POOC,MEFU,,2,FSC083-F
Fossil Creek,FSC084,,NAD83,12S,441944,3805922,POOC,MEFU,,2,FSC084
Fossil Creek,FSC085,,NAD83,12S,441844,3805917,POOC,MEFU,,2,FSC085
Fossil Creek,FSC086,,NAD83,12S,441745,3805905,POOC,MEFU,,2,FSC086
Fossil Creek,FSC087,,NAD83,12S,441645,3805895,POOC,MEFU,,2,FSC087
Fossil Creek,FSC088,,NAD83,12S,441554,3805865,POOC,MEFU,,2,FSC088
Fossil Creek,FSC089,,NAD83,12S,441469,3805916,POOC,MEFU,,2,FSC089
Fossil Creek,FSC090,,NAD83,12S,441386,3805968,POOC,MEFU,,2,FSC090
Fossil Creek,FSC091,,NAD83,12S,441288,3805987,POOC,MEFU,,2,FSC091
Fossil Creek,FSC092,,NAD83,12S,441191,3806014,POOC,MEFU,,2,FSC092
Fossil Creek,FSC093,,NAD83,12S,441101,3806055,POOC,MEFU,,2,FSC093
Fossil Creek,FSC094,,NAD83,12S,441005,3806063,POOC,MEFU,,2,FSC094
Fossil Creek,FSC095,,NAD83,12S,440954,3805979,POOC,MEFU,,2,FSC095
Fossil Creek,FSC096,,NAD83,12S,440922,3805885,POOC,MEFU,,2,FSC096
Fossil Creek,FSC097,,NAD83,12S,440866,3805804,POOC,MEFU,,2,FSC097
Fossil Creek,FSC098,,NAD83,12S,440773,3805810,POOC,MEFU,,2,FSC098
Fossil Creek,FSC099,,NAD83,12S,440685,3805856,POOC,MEFU,,2,FSC099
Fossil Creek,FSC100,,NAD83,12S,440595,3805895,POOC,MEFU,,2,FSC100
Fossil Creek,FSC101,,NAD83,12S,440504,3805929,POOC,MEFU,,2,FSC101
Fossil Creek,FSC102,,NAD83,12S,440438,3805863,POOC,MEFU,,2,FSC102
Fossil Creek,FSC103,,NAD83,12S,440403,3805770,POOC,MEFU,,2,FSC103
Fossil Creek,FSC104,,NAD83,12S,440372,3805675,POOC,MEFU,,2,FSC104
Fossil Creek,FSC105,,NAD83,12S,440338,3805582,POOC,MEFU,,2,FSC105
Fossil Creek,FSC106,,NAD83,12S,440247,3805543,POOC,MEFU,,2,FSC106
Fossil Creek,FSC107,,NAD83,12S,440149,3805521,POOC,MEFU,,2,FSC107
Fossil Creek,FSC108,,NAD83,12S,440050,3805510,POOC,MEFU,,2,FSC108
Fossil Creek,FSC109,,NAD83,12S,439955,3805481,POOC,MEFU,,2,FSC109
Fossil Creek,FSC110,,NAD83,12S,439875,3805422,POOC,MEFU,,2,FSC110
Fossil Creek,FSC111,,NAD83,12S,439806,3805350,POOC,MEFU,,2,FSC111
Fossil Creek,FSC112,,NAD83,12S,439720,3805307,POOC,MEFU,,2,FSC112
Fossil Creek,FSC113,,NAD83,12S,439622,3805288,POOC,MEFU,,2,FSC113
Fossil Creek,FSC114,,NAD83,12S,439525,3805265,POOC,MEFU,,2,FSC114
Fossil Creek,FSC115,,NAD83,12S,439430,3805234,POOC,MEFU,,2,FSC115
Fossil Creek,FSC116,,NAD83,12S,439365,3805173,POOC,MEFU,,2,FSC116
Fossil Creek,FSC117,,NAD83,12S,439429,3805097,POOC,MEFU,,2,FSC117
Fossil Creek,FSC118,,NAD83,12S,439478,3805010,POOC,MEFU,,2,FSC118
Fossil Creek,FSC119,,NAD83,12S,439498,3804913,POOC,MEFU,,2,FSC119
Fossil Creek,FSC120,,NAD83,12S,439469,3804818,POOC,MEFU,,2,FSC120
Fossil Creek,FSC121,,NAD83,12S,439452,3804720,POOC,MEFU,,2,FSC121
Fossil Creek,FSC122,,NAD83,12S,439417,3804627,POOC,MEFU,,2,FSC122
Fossil Creek,FSC123,,NAD83,12S,439430,3804529,POOC,MEFU,,2,FSC123
Fossil Creek,FSC124,,NAD83,12S,439453,3804432,POOC,MEFU,,2,FSC124
Fossil Creek,FSC125-F,,NAD83,12S,439458,3804333,POOC,MEFU,,2,FSC125-F
Fossil Creek,FSC126,,NAD83,12S,439473,3804234,POOC,MEFU,,2,FSC126
Fossil Creek,FSC127,,NAD83,12S,439477,3804134,POOC,MEFU,,2,FSC127
Fossil Creek,FSC128,,NAD83,12S,439460,3804037,POOC,MEFU,,2,FSC128
Fossil Creek,FSC129,,NAD83,12S,439460,3803941,POOC,MEFU,,2,FSC129
Fossil Creek,FSC130,,NAD83,12S,439506,3803855,POOC,MEFU,,2,FSC130
Fossil Creek,FSC131,,NAD83,12S,439486,3803758,POOC,MEFU,,2,FSC131
Fossil Creek,FSC132,,NAD83,12S,439447,3803666,POOC,MEFU,,2,FSC132
Fossil Creek,FSC133,,NAD83,12S,439446,3803568,POOC,MEFU,,2,FSC133
Fossil Creek,FSC134,,NAD83,12S,439453,3803477,POOC,MEFU,,2,FSC134
Fossil Creek,FSC135,,NAD83,12S,439506,3803393,POOC,MEFU,,2,FSC135
Fossil Creek,FSC136,,NAD83,12S,439557,3803308,POOC,MEFU,,2,FSC136
Fossil Creek,FSC137,,NAD83,12S,439592,3803214,POOC,MEFU,,2,FSC137
Fossil Creek,FSC138,,NAD83,12S,439577,3803118,POOC,MEFU,,2,FSC138
Fossil Creek,FSC139,,NAD83,12S,439517,3803041,POOC,MEFU,,2,FSC139
Fossil Creek,FSC140,,NAD83,12S,439470,3802955,POOC,MEFU,,2,FSC140
Fossil Creek,FSC141,,NAD83,12S,439384,3802905,POOC,MEFU,,2,FSC141
Fossil Creek,FSC142,,NAD83,12S,439340,3802823,POOC,MEFU,,2,FSC142
Fossil Creek,FSC143,,NAD83,12S,439332,3802724,POOC,MEFU,,2,FSC143
Fossil Creek,FSC144,,NAD83,12S,439360,3802628,POOC,MEFU,,2,FSC144
Fossil Creek,FSC145,,NAD83,12S,439386,3802534,POOC,MEFU,,2,FSC145
Fossil Creek,FSC146,,NAD83,12S,439339,3802447,POOC,MEFU,,2,FSC146
Fossil Creek,FSC147,,NAD83,12S,439284,3802364,POOC,MEFU,,2,FSC147
Fossil Creek,FSC148,,NAD83,12S,439227,3802281,POOC,MEFU,,2,FSC148
Fossil Creek,FSC149,,NAD83,12S,439167,3802202,POOC,MEFU,,2,FSC149
Fossil Creek,FSC150,,NAD83,12S,439080,3802158,POOC,MEFU,,2,FSC150
Fossil Creek,FSC151,,NAD83,12S,439016,3802082,POOC,MEFU,,2,FSC151
Fossil Creek,FSC152,,NAD83,12S,439000,3801985,POOC,MEFU,,2,FSC152
Fossil Creek,FSC153,,NAD83,12S,438986,3801886,POOC,MEFU,,2,FSC153
Fossil Creek,FSC154,,NAD83,12S,438937,3801800,POOC,MEFU,,2,FSC154
Fossil Creek,FSC155,,NAD83,12S,438869,3801730,POOC,MEFU,,2,FSC155
Fossil Creek,FSC156,,NAD83,12S,438836,3801636,POOC,MEFU,,2,FSC156
Fossil Creek,FSC157,,NAD83,12S,438810,3801540,POOC,MEFU,,2,FSC157
Dry Blue Creek,DBC01,,NAD83,12S,682767,3735378,TICO,,,2,DBC01
Dry Blue Creek,DBC02,,NAD83,12S,682687,3735323,TICO,,,2,DBC02
Dry Blue Creek,DBC03,,NAD83,12S,682636,3735240,TICO,,,2,DBC03
Dry Blue Creek,DBC04,,NAD83,12S,682585,3735156,TICO,,,2,DBC04
Dry Blue Creek,DBC05,,NAD83,12S,682530,3735077,TICO,,,2,DBC05
Dry Blue Creek,DBC06,,NAD83,12S,682509,3734987,TICO,,,2,DBC06
Dry Blue Creek,DBC07,,NAD83,12S,682432,3734927,TICO,,,2,DBC07
Dry Blue Creek,DBC08,,NAD83,12S,682381,3734858,TICO,,,2,DBC08
Dry Blue Creek,DBC09,,NAD83,12S,682443,3734783,TICO,,,2,DBC09
Dry Blue Creek,DBC10,,NAD83,12S,682407,3734697,TICO,,,2,DBC10
Dry Blue Creek,DBC11,,NAD83,12S,682337,3734631,TICO,,,2,DBC11
Dry Blue Creek,DBC12,,NAD83,12S,682282,3734560,TICO,,,2,DBC12
Dry Blue Creek,DBC13,,NAD83,12S,682190,3734555,TICO,,,2,DBC13
Dry Blue Creek,DBC14,,NAD83,12S,682124,3734482,TICO,,,2,DBC14
Dry Blue Creek,DBC15,,NAD83,12S,682092,3734387,TICO,,,2,DBC15
Dry Blue Creek,DBC16,,NAD83,12S,682027,3734324,TICO,,,2,DBC16
Dry Blue Creek,DBC17,,NAD83,12S,682039,3734225,TICO,,,2,DBC17
Dry Blue Creek,DBC18,,NAD83,12S,682077,3734134,TICO,,,2,DBC18
Dry Blue Creek,DBC19,,NAD83,12S,682023,3734055,TICO,,,2,DBC19
Dry Blue Creek,DBC20,,NAD83,12S,681932,3734014,TICO,,,2,DBC20
Dry Blue Creek,DBC21,,NAD83,12S,681899,3733926,TICO,,,2,DBC21
Dry Blue Creek,DBC22-F,,NAD83,12S,681888,3733827,TICO,,,2,DBC22-F
Dry Blue Creek,DBC23,,NAD83,12S,681886,3733728,TICO,,,2,DBC23
Dry Blue Creek,DBC24,,NAD83,12S,681383,3732962,TICO,,,2,DBC24
Dry Blue Creek,DBC25,,NAD83,12S,681297,3732986,TICO,,,2,DBC25
Dry Blue Creek,DBC26,,NAD83,12S,681241,3732919,TICO,,,2,DBC26
Grant Creek,GRC01,,NAD83,12S,664619,3720421,TICO,,,2,GRC01
